element_type,now_cost,total_points,id
4,129,223,6323
3,129,260,6324
3,129,205,6325
4,129,302,6326
3,129,250,6327
3,129,228,6328
3,129,226,6329
4,129,255,6330
4,129,240,6331
4,129,257,6332
4,129,263,6333
4,129,219,6334
3,129,278,6335
3,129,283,6336
4,129,223,6337
4,129,218,6338
4,129,214,6339
4,129,249,6340
4,129,282,6341
3,129,270,6342
3,129,277,6343
3,129,240,6344
4,129,228,6345
4,129,270,6346
4,129,261,6347
3,129,201,6348
4,129,255,6349
3,130,239,6350
3,130,226,6351
3,130,303,6352
4,130,219,6353
3,130,239,6354
4,130,247,6355
4,130,262,6356
3,130,225,6357
3,130,240,6358
4,130,259,6359
3,130,246,6360
3,130,238,6361
3,130,290,6362
3,130,239,6363
3,130,267,6364
4,130,263,6365
4,130,295,6366
4,130,265,6367
3,130,265,6368
3,130,235,6369
3,130,233,6370
4,130,246,6371
4,130,253,6372
4,130,254,6373
4,130,271,6374
4,130,275,6375
4,130,270,6376
3,130,236,6377
4,130,229,6378
3,130,273,6379
4,130,280,6380
3,130,302,6381
3,130,223,6382
3,130,210,6383
4,130,203,6384
4,130,256,6385
4,130,261,6386
4,130,292,6387
3,130,245,6388
3,130,203,6389
4,130,265,6390
4,130,233,6391
3,130,242,6392
3,130,234,6393
4,130,234,6394
3,130,286,6395
4,130,294,6396
4,130,272,6397
3,130,245,6398
3,130,276,6399
3,130,289,6400
4,130,268,6401
4,130,275,6402
4,130,225,6403
4,130,302,6404
4,130,302,6405
4,130,210,6406
4,130,276,6407
4,130,256,6408
4,130,272,6409
3,130,201,6410
3,130,254,6411
3,130,232,6412
3,130,249,6413
3,130,248,6414
4,130,254,6415
3,130,233,6416
4,130,243,6417
3,130,223,6418
3,131,283,6419
3,131,240,6420
3,131,269,6421
4,131,282,6422
3,131,234,6423
4,131,257,6424
3,131,231,6425
3,131,223,6426
3,131,268,6427
3,131,294,6428
3,131,247,6429
3,131,238,6430
4,131,253,6431
4,131,237,6432
4,131,228,6433
3,131,240,6434
3,131,285,6435
4,131,248,6436
4,131,263,6437
3,131,253,6438
4,131,225,6439
3,131,271,6440
4,131,244,6441
4,131,262,6442
4,131,276,6443
4,131,287,6444
4,131,222,6445
4,131,271,6446
4,131,217,6447
3,131,291,6448
3,131,267,6449
3,131,228,6450
4,131,274,6451
3,131,304,6452
3,131,266,6453
4,131,271,6454
4,131,229,6455
4,131,215,6456
4,131,226,6457
4,131,261,6458
3,131,259,6459
4,131,277,6460
3,131,249,6461
4,131,246,6462
3,131,282,6463
4,131,286,6464
4,131,284,6465
4,131,250,6466
4,131,237,6467
3,131,240,6468
4,131,269,6469
3,131,217,6470
3,131,258,6471
4,131,259,6472
4,131,236,6473
4,131,281,6474
4,131,228,6475
3,131,261,6476
4,131,227,6477
3,131,229,6478
3,131,261,6479
3,131,243,6480
4,131,226,6481
3,131,278,6482
4,131,240,6483
4,131,258,6484
3,131,225,6485
3,131,235,6486
3,131,224,6487
3,132,276,6488
3,132,272,6489
3,132,272,6490
3,132,247,6491
3,132,265,6492
3,132,206,6493
3,132,309,6494
3,132,257,6495
3,132,224,6496
3,132,225,6497
3,132,277,6498
3,132,223,6499
3,132,267,6500
3,132,222,6501
3,132,216,6502
3,132,269,6503
3,132,264,6504
3,132,233,6505
3,132,270,6506
3,132,255,6507
3,132,268,6508
3,132,294,6509
3,132,235,6510
3,132,269,6511
3,132,248,6512
3,132,226,6513
3,132,288,6514
3,132,232,6515
3,132,249,6516
3,132,226,6517
3,132,216,6518
3,132,285,6519
3,132,230,6520
3,132,225,6521
3,132,264,6522
3,132,294,6523
3,132,260,6524
3,132,248,6525
3,132,224,6526
3,132,232,6527
3,132,208,6528
3,132,256,6529
3,132,267,6530
3,132,295,6531
3,132,310,6532
3,132,281,6533
3,132,272,6534
3,132,305,6535
3,132,295,6536
3,132,218,6537
3,132,243,6538
3,132,286,6539
3,132,279,6540
3,132,242,6541
3,132,221,6542
3,132,272,6543
3,132,278,6544
3,132,296,6545
3,132,263,6546
3,132,259,6547
3,132,209,6548
3,132,207,6549
3,132,279,6550
3,132,308,6551
3,132,289,6552
3,132,290,6553
3,132,299,6554
3,132,262,6555
